a,b,lag,pearson,spearman,pearson_seg,spearman_seg,n
lefigaro,leparisien,9,0.5434,0.4445,-0.0269,-0.0040,16883
lefigaro,leparisien,10,0.5222,0.4288,-0.0340,-0.0103,16883
lefigaro,leparisien,11,0.5121,0.4248,-0.0269,-0.0074,16883
lefigaro,leparisien,12,0.5039,0.4248,-0.0279,-0.0099,16883
lefigaro,leparisien,13,0.5035,0.4209,-0.0367,-0.0138,16883
lefigaro,leparisien,14,0.5141,0.4165,-0.0306,-0.0153,16883
lefigaro,leparisien,15,0.4969,0.4179,-0.0309,-0.0099,16883
lesechos,lemonde,-15,0.4834,0.3612,-0.0427,-0.0386,16883
lesechos,lemonde,-14,0.4843,0.3652,-0.0553,-0.0435,16883
lesechos,lemonde,-13,0.5124,0.3901,-0.0289,-0.0198,16883
lesechos,lemonde,-12,0.5102,0.3897,-0.0389,-0.0234,16883
lesechos,lemonde,-11,0.5241,0.3752,-0.0485,-0.0344,16883
lesechos,lemonde,-10,0.5106,0.3803,-0.0468,-0.0359,16883
lesechos,lemonde,-9,0.5166,0.3738,-0.0529,-0.0440,16883
lesechos,lemonde,-8,0.5004,0.3799,-0.0377,-0.0297,16883
lesechos,lemonde,-7,0.5709,0.3839,-0.0275,-0.0238,16883
lesechos,lemonde,-6,0.6185,0.4066,-0.0126,-0.0050,16883
lesechos,lemonde,-5,0.5890,0.4038,-0.0394,-0.0232,16883
lesechos,lemonde,-4,0.5605,0.4048,-0.0377,-0.0236,16883
lesechos,lemonde,-3,0.5520,0.4100,-0.0332,-0.0181,16883
lesechos,lemonde,-2,0.5626,0.4272,-0.0168,0.0012,16883
lesechos,lemonde,-1,0.5237,0.4421,0.0208,0.0277,16883
lesechos,lemonde,0,0.6200,0.5546,0.2535,0.2498,16883
lesechos,lemonde,1,0.7030,0.5467,0.1858,0.1980,16883
lesechos,lemonde,2,0.6151,0.4746,0.0385,0.0571,16883
lesechos,lemonde,3,0.5613,0.4452,-0.0021,0.0172,16883
lesechos,lemonde,4,0.5586,0.4398,-0.0070,0.0082,16883
lesechos,lemonde,5,0.5411,0.4324,-0.0221,-0.0055,16883
lesechos,lemonde,6,0.5385,0.4173,-0.0101,0.0086,16883
lesechos,lemonde,7,0.5657,0.4196,-0.0043,-0.0016,16883
lesechos,lemonde,8,0.5657,0.4299,-0.0082,0.0066,16883
lesechos,lemonde,9,0.5184,0.4146,-0.0297,-0.0146,16883
lesechos,lemonde,10,0.5209,0.4040,-0.0368,-0.0184,16883
lesechos,lemonde,11,0.4945,0.3999,-0.0433,-0.0269,16883
lesechos,lemonde,12,0.4943,0.3926,-0.0433,-0.0366,16883
lesechos,lemonde,13,0.5070,0.3889,-0.0301,-0.0214,16883
lesechos,lemonde,14,0.4867,0.3871,-0.0357,-0.0269,16883
lesechos,lemonde,15,0.5130,0.3953,-0.0511,-0.0344,16883
lesechos,lefigaro,-15,0.4416,0.3569,-0.0584,-0.0535,16883
lesechos,lefigaro,-14,0.5129,0.3934,-0.0300,-0.0218,16883
lesechos,lefigaro,-13,0.5272,0.4114,-0.0276,-0.0194,16883
lesechos,lefigaro,-12,0.5378,0.3953,-0.0504,-0.0393,16883
lesechos,lefigaro,-11,0.5142,0.4007,-0.0445,-0.0303,16883
lesechos,lefigaro,-10,0.5156,0.3959,-0.0551,-0.0396,16883
lesechos,lefigaro,-9,0.5304,0.3925,-0.0496,-0.0362,16883
lesechos,lefigaro,-8,0.4531,0.3751,-0.0596,-0.0500,16883
lesechos,lefigaro,-7,0.5721,0.4134,-0.0162,-0.0072,16883
lesechos,lefigaro,-6,0.6034,0.4287,-0.0097,-0.0044,16883
lesechos,lefigaro,-5,0.5745,0.4244,-0.0293,-0.0183,16883
lesechos,lefigaro,-4,0.5413,0.4153,-0.0381,-0.0255,16883
lesechos,lefigaro,-3,0.5387,0.4219,-0.0423,-0.0287,16883
lesechos,lefigaro,-2,0.5507,0.4434,0.0008,0.0137,16883
lesechos,lefigaro,-1,0.4744,0.4517,0.0278,0.0339,16883
lesechos,lefigaro,0,0.6513,0.5659,0.2778,0.2713,16883
lesechos,lefigaro,1,0.6859,0.5264,0.1473,0.1495,16883
lesechos,lefigaro,2,0.5888,0.4872,0.0351,0.0494,16883
lesechos,lefigaro,3,0.5579,0.4589,-0.0048,0.0128,16883
lesechos,lefigaro,4,0.5452,0.4563,-0.0111,0.0103,16883
lesechos,lefigaro,5,0.5546,0.4437,-0.0192,-0.0006,16883
lesechos,lefigaro,6,0.5034,0.4261,-0.0119,-0.0023,16883
lesechos,lefigaro,7,0.5688,0.4417,-0.0131,0.0008,16883
lesechos,lefigaro,8,0.5711,0.4430,-0.0047,0.0035,16883
lesechos,lefigaro,9,0.5264,0.4265,-0.0364,-0.0241,16883
lesechos,lefigaro,10,0.5233,0.4177,-0.0426,-0.0328,16883
lesechos,lefigaro,11,0.5065,0.4174,-0.0309,-0.0175,16883
lesechos,lefigaro,12,0.5202,0.4090,-0.0361,-0.0263,16883
lesechos,lefigaro,13,0.4915,0.3876,-0.0460,-0.0309,16883
lesechos,lefigaro,14,0.5181,0.4163,-0.0148,-0.0059,16883
lesechos,lefigaro,15,0.5016,0.4090,-0.0406,-0.0286,16883
lesechos,lesechos,-15,0.4493,0.3415,-0.0731,-0.0234,16883
lesechos,lesechos,-14,0.4673,0.3625,-0.0550,-0.0004,16883
lesechos,lesechos,-13,0.4738,0.3904,-0.0841,-0.0236,16883
lesechos,lesechos,-12,0.4669,0.3888,-0.0865,-0.0363,16883
lesechos,lesechos,-11,0.4847,0.3794,-0.0948,-0.0479,16883
lesechos,lesechos,-10,0.4545,0.3814,-0.0833,-0.0371,16883
lesechos,lesechos,-9,0.4598,0.3647,-0.1077,-0.0629,16883
lesechos,lesechos,-8,0.5277,0.3513,-0.0875,-0.0341,16883
lesechos,lesechos,-7,0.6313,0.3954,-0.0282,0.0280,16883
lesechos,lesechos,-6,0.5812,0.4147,-0.0726,-0.0098,16883
lesechos,lesechos,-5,0.5488,0.4015,-0.0951,-0.0429,16883
lesechos,lesechos,-4,0.5148,0.4016,-0.0998,-0.0504,16883
lesechos,lesechos,-3,0.5450,0.4081,-0.0865,-0.0363,16883
lesechos,lesechos,-2,0.4841,0.4228,-0.0886,-0.0351,16883
lesechos,lesechos,-1,0.5306,0.4772,0.0186,0.0759,16883
lesechos,lesechos,0,1.0000,1.0000,1.0000,1.0000,16883
lesechos,lesechos,1,0.6717,0.5839,0.0982,0.1728,16883
lesechos,lesechos,2,0.5249,0.4887,-0.0518,0.0180,16883
lesechos,lesechos,3,0.4924,0.4575,-0.0611,-0.0088,16883
lesechos,lesechos,4,0.4993,0.4332,-0.0698,-0.0208,16883
lesechos,lesechos,5,0.4573,0.4165,-0.0890,-0.0372,16883
lesechos,lesechos,6,0.4784,0.3916,-0.0728,-0.0091,16883
lesechos,lesechos,7,0.5701,0.4200,-0.0303,0.0321,16883
lesechos,lesechos,8,0.5085,0.4165,-0.0800,-0.0130,16883
lesechos,lesechos,9,0.4866,0.4069,-0.0771,-0.0345,16883
lesechos,lesechos,10,0.4756,0.3987,-0.0815,-0.0377,16883
lesechos,lesechos,11,0.4648,0.3988,-0.0778,-0.0264,16883
lesechos,lesechos,12,0.4346,0.3666,-0.1063,-0.0617,16883
lesechos,lesechos,13,0.4729,0.3533,-0.0801,-0.0240,16883
lesechos,lesechos,14,0.4989,0.3796,-0.0696,-0.0021,16883
lesechos,lesechos,15,0.4641,0.3950,-0.0734,-0.0182,16883
lesechos,ouestfrance,-15,0.1575,0.2510,-0.0117,-0.0090,16883
lesechos,ouestfrance,-14,0.1632,0.2494,-0.0294,-0.0302,16883
lesechos,ouestfrance,-13,0.1811,0.2691,-0.0029,0.0025,16883
lesechos,ouestfrance,-12,0.1773,0.2724,0.0115,0.0128,16883
lesechos,ouestfrance,-11,0.1839,0.2646,0.0040,-0.0020,16883
lesechos,ouestfrance,-10,0.1823,0.2605,-0.0182,-0.0137,16883
lesechos,ouestfrance,-9,0.1817,0.2660,0.0037,0.0058,16883
lesechos,ouestfrance,-8,0.1576,0.2616,-0.0297,-0.0314,16883
lesechos,ouestfrance,-7,0.2163,0.2601,-0.0155,-0.0253,16883
lesechos,ouestfrance,-6,0.2257,0.2768,0.0016,-0.0020,16883
lesechos,ouestfrance,-5,0.2225,0.2724,-0.0162,-0.0214,16883
lesechos,ouestfrance,-4,0.2032,0.2665,0.0022,-0.0068,16883
lesechos,ouestfrance,-3,0.1894,0.2637,-0.0269,-0.0272,16883
lesechos,ouestfrance,-2,0.1576,0.2615,-0.0287,-0.0345,16883
lesechos,ouestfrance,-1,0.1430,0.2660,-0.0437,-0.0481,16883
lesechos,ouestfrance,0,0.2943,0.3103,0.0872,0.0819,16883
lesechos,ouestfrance,1,0.2738,0.3265,0.0709,0.0752,16883
lesechos,ouestfrance,2,0.2417,0.3060,0.0300,0.0304,16883
lesechos,ouestfrance,3,0.1812,0.2838,-0.0040,-0.0024,16883
lesechos,ouestfrance,4,0.1761,0.2788,-0.0086,-0.0093,16883
lesechos,ouestfrance,5,0.1705,0.2688,-0.0288,-0.0243,16883
lesechos,ouestfrance,6,0.1606,0.2649,-0.0313,-0.0274,16883
lesechos,ouestfrance,7,0.2179,0.2754,-0.0048,-0.0121,16883
lesechos,ouestfrance,8,0.2056,0.2806,-0.0052,-0.0064,16883
lesechos,ouestfrance,9,0.1839,0.2890,0.0287,0.0293,16883
lesechos,ouestfrance,10,0.1610,0.2783,0.0125,0.0094,16883
lesechos,ouestfrance,11,0.1635,0.2704,-0.0086,0.0006,16883
lesechos,ouestfrance,12,0.1616,0.2618,0.0028,0.0004,16883
lesechos,ouestfrance,13,0.1485,0.2633,-0.0151,-0.0159,16883
lesechos,ouestfrance,14,0.1504,0.2715,-0.0043,0.0020,16883
lesechos,ouestfrance,15,0.1526,0.2707,0.0042,0.0067,16883
lesechos,la_depeche,-15,0.3626,0.2917,-0.0084,-0.0033,16883
lesechos,la_depeche,-14,0.3798,0.2890,-0.0132,-0.0151,16883
lesechos,la_depeche,-13,0.3952,0.3019,0.0047,0.0057,16883
lesechos,la_depeche,-12,0.3892,0.3048,-0.0081,-0.0016,16883
lesechos,la_depeche,-11,0.3774,0.2997,-0.0238,-0.0184,16883
lesechos,la_depeche,-10,0.3743,0.2998,-0.0103,-0.0073,16883
lesechos,la_depeche,-9,0.3763,0.2931,-0.0252,-0.0254,16883
lesechos,la_depeche,-8,0.3487,0.2896,-0.0381,-0.0315,16883
lesechos,la_depeche,-7,0.4050,0.2975,-0.0188,-0.0163,16883
lesechos,la_depeche,-6,0.4490,0.3073,-0.0097,-0.0167,16883
lesechos,la_depeche,-5,0.4231,0.3076,-0.0104,-0.0153,16883
lesechos,la_depeche,-4,0.3898,0.3071,-0.0179,-0.0158,16883
lesechos,la_depeche,-3,0.3874,0.3164,-0.0096,-0.0101,16883
lesechos,la_depeche,-2,0.3869,0.3259,0.0007,-0.0034,16883
lesechos,la_depeche,-1,0.3236,0.3388,-0.0016,0.0035,16883
lesechos,la_depeche,0,0.2625,0.3829,0.0884,0.0915,16883
lesechos,la_depeche,1,0.4498,0.4227,0.1551,0.1536,16883
lesechos,la_depeche,2,0.4116,0.3697,0.0718,0.0746,16883
lesechos,la_depeche,3,0.3467,0.3321,-0.0096,-0.0002,16883
lesechos,la_depeche,4,0.3501,0.3241,-0.0150,-0.0106,16883
lesechos,la_depeche,5,0.3555,0.3135,-0.0301,-0.0292,16883
lesechos,la_depeche,6,0.3459,0.3095,-0.0337,-0.0296,16883
lesechos,la_depeche,7,0.3773,0.3148,-0.0233,-0.0241,16883
lesechos,la_depeche,8,0.4024,0.3219,-0.0019,-0.0059,16883
lesechos,la_depeche,9,0.3793,0.3216,-0.0136,-0.0091,16883
lesechos,la_depeche,10,0.3403,0.3015,-0.0353,-0.0343,16883
lesechos,la_depeche,11,0.3534,0.3071,-0.0201,-0.0198,16883
lesechos,la_depeche,12,0.3507,0.2984,-0.0157,-0.0175,16883
lesechos,la_depeche,13,0.3520,0.3019,-0.0365,-0.0354,16883
lesechos,la_depeche,14,0.3671,0.2983,-0.0299,-0.0276,16883
lesechos,la_depeche,15,0.3679,0.2954,-0.0271,-0.0266,16883
lesechos,leparisien,-15,0.4104,0.3089,-0.0348,-0.0200,16883
lesechos,leparisien,-14,0.4177,0.3257,-0.0166,0.0016,16883
lesechos,leparisien,-13,0.4395,0.3382,-0.0184,-0.0011,16883
lesechos,leparisien,-12,0.4786,0.3356,-0.0204,-0.0081,16883
lesechos,leparisien,-11,0.4252,0.3252,-0.0234,-0.0150,16883
lesechos,leparisien,-10,0.3651,0.3233,-0.0308,-0.0129,16883
lesechos,leparisien,-9,0.3394,0.3336,-0.0334,-0.0236,16883
lesechos,leparisien,-8,0.4177,0.3284,-0.0368,-0.0224,16883
lesechos,leparisien,-7,0.5059,0.3296,-0.0177,-0.0134,16883
lesechos,leparisien,-6,0.5407,0.3451,-0.0114,-0.0068,16883
lesechos,leparisien,-5,0.5188,0.3428,-0.0243,-0.0183,16883
lesechos,leparisien,-4,0.4589,0.3331,-0.0302,-0.0192,16883
lesechos,leparisien,-3,0.4725,0.3370,-0.0308,-0.0216,16883
lesechos,leparisien,-2,0.4544,0.3563,-0.0203,-0.0093,16883
lesechos,leparisien,-1,0.3873,0.3741,0.0069,0.0178,16883
lesechos,leparisien,0,0.4152,0.4442,0.1852,0.1854,16883
lesechos,leparisien,1,0.5572,0.4458,0.1320,0.1325,16883
lesechos,leparisien,2,0.5113,0.4061,0.0339,0.0444,16883
lesechos,leparisien,3,0.4663,0.3782,-0.0090,0.0095,16883
lesechos,leparisien,4,0.4908,0.3661,-0.0100,0.0002,16883
lesechos,leparisien,5,0.4546,0.3567,-0.0289,-0.0169,16883
lesechos,leparisien,6,0.4634,0.3638,-0.0172,-0.0006,16883
lesechos,leparisien,7,0.4752,0.3626,0.0052,0.0083,16883
lesechos,leparisien,8,0.5001,0.3586,-0.0152,0.0013,16883
lesechos,leparisien,9,0.4594,0.3473,-0.0301,-0.0173,16883
lesechos,leparisien,10,0.4164,0.3422,-0.0256,-0.0217,16883
lesechos,leparisien,11,0.4127,0.3310,-0.0253,-0.0120,16883
lesechos,leparisien,12,0.4151,0.3384,-0.0240,-0.0139,16883
lesechos,leparisien,13,0.4110,0.3346,-0.0338,-0.0177,16883
lesechos,leparisien,14,0.4231,0.3292,-0.0178,-0.0126,16883
lesechos,leparisien,15,0.4235,0.3352,-0.0370,-0.0253,16883
ouestfrance,lemonde,-15,0.3590,0.4010,-0.0244,-0.0189,16883
ouestfrance,lemonde,-14,0.3811,0.4055,-0.0090,-0.0067,16883
ouestfrance,lemonde,-13,0.3953,0.4090,-0.0310,-0.0160,16883
ouestfrance,lemonde,-12,0.3940,0.4097,-0.0300,-0.0230,16883
ouestfrance,lemonde,-11,0.3992,0.4266,-0.0157,-0.0032,16883
ouestfrance,lemonde,-10,0.3625,0.4177,-0.0321,-0.0148,16883
ouestfrance,lemonde,-9,0.3905,0.4152,-0.0177,-0.0080,16883
ouestfrance,lemonde,-8,0.3700,0.4128,-0.0127,-0.0118,16883
ouestfrance,lemonde,-7,0.3736,0.4187,0.0116,0.0070,16883
ouestfrance,lemonde,-6,0.4087,0.4316,-0.0069,0.0035,16883
ouestfrance,lemonde,-5,0.4157,0.4409,-0.0141,-0.0029,16883
ouestfrance,lemonde,-4,0.4054,0.4416,-0.0013,0.0062,16883
ouestfrance,lemonde,-3,0.3774,0.4314,-0.0126,-0.0054,16883
ouestfrance,lemonde,-2,0.3798,0.4428,0.0178,0.0230,16883
ouestfrance,lemonde,-1,0.3379,0.4337,0.0524,0.0535,16883
ouestfrance,lemonde,0,0.2957,0.3844,0.0970,0.0943,16883
ouestfrance,lemonde,1,0.3790,0.4449,0.1013,0.0941,16883
ouestfrance,lemonde,2,0.3470,0.4347,-0.0034,0.0020,16883
ouestfrance,lemonde,3,0.3492,0.4394,-0.0057,0.0021,16883
ouestfrance,lemonde,4,0.3516,0.4367,-0.0197,-0.0096,16883
ouestfrance,lemonde,5,0.3594,0.4327,-0.0239,-0.0174,16883
ouestfrance,lemonde,6,0.3407,0.4319,-0.0136,-0.0109,16883
ouestfrance,lemonde,7,0.3649,0.4202,0.0034,0.0006,16883
ouestfrance,lemonde,8,0.3659,0.4342,0.0044,0.0044,16883
ouestfrance,lemonde,9,0.3657,0.4333,-0.0207,-0.0211,16883
ouestfrance,lemonde,10,0.3567,0.4127,-0.0381,-0.0222,16883
ouestfrance,lemonde,11,0.3574,0.4273,-0.0132,-0.0035,16883
ouestfrance,lemonde,12,0.3596,0.4171,-0.0246,-0.0152,16883
ouestfrance,lemonde,13,0.3516,0.4072,-0.0235,-0.0192,16883
ouestfrance,lemonde,14,0.3335,0.4056,-0.0234,-0.0251,16883
ouestfrance,lemonde,15,0.3665,0.4222,-0.0394,-0.0317,16883
ouestfrance,lefigaro,-15,0.3762,0.4187,-0.0215,-0.0210,16883
ouestfrance,lefigaro,-14,0.3994,0.4464,-0.0030,0.0041,16883
ouestfrance,lefigaro,-13,0.4132,0.4550,-0.0077,0.0003,16883
ouestfrance,lefigaro,-12,0.4093,0.4575,-0.0039,0.0019,16883
ouestfrance,lefigaro,-11,0.4005,0.4614,-0.0027,0.0050,16883
ouestfrance,lefigaro,-10,0.3857,0.4495,-0.0314,-0.0225,16883
ouestfrance,lefigaro,-9,0.3926,0.4556,-0.0302,-0.0170,16883
ouestfrance,lefigaro,-8,0.3793,0.4332,-0.0149,-0.0176,16883
ouestfrance,lefigaro,-7,0.3996,0.4644,0.0064,0.0086,16883
ouestfrance,lefigaro,-6,0.4046,0.4684,-0.0120,-0.0125,16883
ouestfrance,lefigaro,-5,0.4044,0.4677,-0.0169,-0.0084,16883
ouestfrance,lefigaro,-4,0.3933,0.4700,-0.0160,-0.0095,16883
ouestfrance,lefigaro,-3,0.3804,0.4800,0.0154,0.0242,16883
ouestfrance,lefigaro,-2,0.3998,0.4849,0.0247,0.0302,16883
ouestfrance,lefigaro,-1,0.3411,0.4481,0.0515,0.0438,16883
ouestfrance,lefigaro,0,0.3017,0.3951,0.0891,0.0809,16883
ouestfrance,lefigaro,1,0.3761,0.4847,0.0910,0.0822,16883
ouestfrance,lefigaro,2,0.3496,0.4731,-0.0024,0.0088,16883
ouestfrance,lefigaro,3,0.3546,0.4700,0.0011,0.0101,16883
ouestfrance,lefigaro,4,0.3505,0.4682,-0.0182,-0.0108,16883
ouestfrance,lefigaro,5,0.3655,0.4657,-0.0187,-0.0143,16883
ouestfrance,lefigaro,6,0.3446,0.4458,-0.0113,-0.0163,16883
ouestfrance,lefigaro,7,0.3735,0.4632,-0.0059,-0.0035,16883
ouestfrance,lefigaro,8,0.3789,0.4690,-0.0106,-0.0094,16883
ouestfrance,lefigaro,9,0.3723,0.4637,-0.0281,-0.0258,16883
ouestfrance,lefigaro,10,0.3682,0.4634,-0.0340,-0.0277,16883
ouestfrance,lefigaro,11,0.3514,0.4519,-0.0250,-0.0226,16883
ouestfrance,lefigaro,12,0.3705,0.4481,-0.0435,-0.0372,16883
ouestfrance,lefigaro,13,0.3529,0.4338,-0.0330,-0.0337,16883
ouestfrance,lefigaro,14,0.3719,0.4536,-0.0090,-0.0012,16883
ouestfrance,lefigaro,15,0.3724,0.4510,-0.0309,-0.0314,16883
ouestfrance,lesechos,-15,0.2765,0.2968,-0.0074,-0.0111,16883
ouestfrance,lesechos,-14,0.3137,0.2957,-0.0082,-0.0031,16883
ouestfrance,lesechos,-13,0.3367,0.3322,-0.0199,0.0032,16883
ouestfrance,lesechos,-12,0.3133,0.3381,-0.0062,0.0018,16883
ouestfrance,lesechos,-11,0.3266,0.3526,-0.0009,0.0113,16883
ouestfrance,lesechos,-10,0.3056,0.3421,-0.0152,0.0017,16883
ouestfrance,lesechos,-9,0.3141,0.3381,-0.0259,-0.0141,16883
ouestfrance,lesechos,-8,0.2912,0.3046,-0.0135,-0.0142,16883
ouestfrance,lesechos,-7,0.3100,0.3232,0.0265,0.0192,16883
ouestfrance,lesechos,-6,0.3609,0.3516,0.0024,0.0195,16883
ouestfrance,lesechos,-5,0.3286,0.3547,-0.0080,0.0058,16883
ouestfrance,lesechos,-4,0.3204,0.3526,-0.0086,-0.0000,16883
ouestfrance,lesechos,-3,0.3210,0.3647,0.0131,0.0171,16883
ouestfrance,lesechos,-2,0.3100,0.3612,0.0030,0.0114,16883
ouestfrance,lesechos,-1,0.2381,0.3135,0.0120,0.0035,16883
ouestfrance,lesechos,0,0.2943,0.3103,0.0872,0.0819,16883
ouestfrance,lesechos,1,0.3160,0.3580,0.0332,0.0329,16883
ouestfrance,lesechos,2,0.2518,0.3573,-0.0004,-0.0014,16883
ouestfrance,lesechos,3,0.2568,0.3496,-0.0193,-0.0078,16883
ouestfrance,lesechos,4,0.2848,0.3635,0.0017,0.0077,16883
ouestfrance,lesechos,5,0.2708,0.3559,-0.0192,-0.0137,16883
ouestfrance,lesechos,6,0.2394,0.3107,-0.0209,-0.0207,16883
ouestfrance,lesechos,7,0.3053,0.3129,0.0023,0.0070,16883
ouestfrance,lesechos,8,0.3194,0.3440,-0.0094,-0.0008,16883
ouestfrance,lesechos,9,0.2929,0.3361,-0.0209,-0.0167,16883
ouestfrance,lesechos,10,0.2765,0.3460,-0.0128,-0.0026,16883
ouestfrance,lesechos,11,0.2866,0.3485,-0.0007,0.0101,16883
ouestfrance,lesechos,12,0.2838,0.3236,-0.0225,-0.0134,16883
ouestfrance,lesechos,13,0.2827,0.2977,-0.0150,-0.0271,16883
ouestfrance,lesechos,14,0.2918,0.3003,-0.0185,-0.0162,16883
ouestfrance,lesechos,15,0.2969,0.3353,-0.0167,-0.0053,16883
ouestfrance,ouestfrance,-15,0.6880,0.6457,-0.1019,-0.0582,16883
ouestfrance,ouestfrance,-14,0.7110,0.6651,-0.0471,-0.0204,16883
ouestfrance,ouestfrance,-13,0.7202,0.6688,-0.0884,-0.0513,16883
ouestfrance,ouestfrance,-12,0.7313,0.6680,-0.1033,-0.0623,16883
ouestfrance,ouestfrance,-11,0.7382,0.6725,-0.0988,-0.0541,16883
ouestfrance,ouestfrance,-10,0.7091,0.6666,-0.1065,-0.0612,16883
ouestfrance,ouestfrance,-9,0.7289,0.6669,-0.0926,-0.0495,16883
ouestfrance,ouestfrance,-8,0.7302,0.6720,-0.0913,-0.0523,16883
ouestfrance,ouestfrance,-7,0.7691,0.6918,-0.0296,-0.0147,16883
ouestfrance,ouestfrance,-6,0.7825,0.6994,-0.0622,-0.0265,16883
ouestfrance,ouestfrance,-5,0.8046,0.7120,-0.0814,-0.0493,16883
ouestfrance,ouestfrance,-4,0.8439,0.7176,-0.0464,-0.0117,16883
ouestfrance,ouestfrance,-3,0.8255,0.7211,-0.0459,-0.0143,16883
ouestfrance,ouestfrance,-2,0.8411,0.7322,-0.0147,0.0105,16883
ouestfrance,ouestfrance,-1,0.8602,0.7604,0.0617,0.0804,16883
ouestfrance,ouestfrance,0,1.0000,1.0000,1.0000,1.0000,16883
ouestfrance,ouestfrance,1,0.9146,0.8095,0.1090,0.1313,16883
ouestfrance,ouestfrance,2,0.8617,0.7697,-0.0004,0.0259,16883
ouestfrance,ouestfrance,3,0.8228,0.7408,-0.0439,-0.0168,16883
ouestfrance,ouestfrance,4,0.8115,0.7205,-0.0701,-0.0428,16883
ouestfrance,ouestfrance,5,0.8032,0.7149,-0.0890,-0.0548,16883
ouestfrance,ouestfrance,6,0.7674,0.7041,-0.0878,-0.0598,16883
ouestfrance,ouestfrance,7,0.7633,0.7193,-0.0091,0.0036,16883
ouestfrance,ouestfrance,8,0.7602,0.7015,-0.0942,-0.0576,16883
ouestfrance,ouestfrance,9,0.7516,0.6903,-0.1054,-0.0718,16883
ouestfrance,ouestfrance,10,0.7583,0.6822,-0.1048,-0.0719,16883
ouestfrance,ouestfrance,11,0.7356,0.6690,-0.1072,-0.0706,16883
ouestfrance,ouestfrance,12,0.7619,0.6717,-0.0922,-0.0574,16883
ouestfrance,ouestfrance,13,0.7332,0.6743,-0.0867,-0.0541,16883
ouestfrance,ouestfrance,14,0.7292,0.6814,-0.0597,-0.0334,16883
ouestfrance,ouestfrance,15,0.7324,0.6708,-0.0854,-0.0443,16883
ouestfrance,la_depeche,-15,0.5029,0.5494,-0.0478,-0.0386,16883
ouestfrance,la_depeche,-14,0.5378,0.5524,-0.0424,-0.0388,16883
ouestfrance,la_depeche,-13,0.5260,0.5551,-0.0444,-0.0394,16883
ouestfrance,la_depeche,-12,0.5403,0.5746,-0.0333,-0.0249,16883
ouestfrance,la_depeche,-11,0.5395,0.5722,-0.0454,-0.0397,16883
ouestfrance,la_depeche,-10,0.5134,0.5755,-0.0355,-0.0258,16883
ouestfrance,la_depeche,-9,0.5196,0.5682,-0.0417,-0.0333,16883
ouestfrance,la_depeche,-8,0.5141,0.5682,-0.0363,-0.0312,16883
ouestfrance,la_depeche,-7,0.5345,0.5700,-0.0332,-0.0287,16883
ouestfrance,la_depeche,-6,0.5671,0.5932,-0.0008,-0.0036,16883
ouestfrance,la_depeche,-5,0.5844,0.5985,-0.0132,-0.0052,16883
ouestfrance,la_depeche,-4,0.5868,0.6099,0.0068,0.0178,16883
ouestfrance,la_depeche,-3,0.5753,0.6081,0.0019,0.0079,16883
